,Unnamed: 0,0,1,2,3,4
15,15,583.0,4642,2,329,特異点
16,16,559.5,4971,0,-,
17,17,536.5,5309,4,198,特異点
18,18,513.5,5659,1,308,特異点
19,19,492.3,5991,4,337,特異点
20,20,471.0,6338,5,320,
21,21,450.8,6676,5,290,
22,22,431.9,7003,6,281,特異点
23,23,413.3,7338,4,312,特異点
24,24,394.3,7693,5,249,特異点
25,25,376.2,8045,3,222,特異点
26,26,357.5,8421,4,312,特異点
27,27,339.1,8807,6,320,
28,28,321.4,9192,10,343,特異点
29,29,305.1,9560,9,323,
30,30,289.5,9927,10,309,
31,31,274.4,10297,8,298,
32,32,259.3,10685,13,284,
33,33,246.5,11027,15,266,特異点
34,34,234.6,11356,13,279,
35,35,222.0,11720,13,303,特異点
36,36,211.2,12046,12,301,
37,37,201.7,12343,11,303,
38,38,191.7,12669,11,300,
39,39,182.1,12995,17,298,特異点
40,40,173.5,13301,20,302,特異点
41,41,164.5,13634,16,291,
42,42,156.4,13947,16,287,
43,43,147.4,14310,15,291,
44,44,139.3,14651,15,291,
45,45,132.3,14959,13,278,
46,46,125.8,15256,15,274,
47,47,119.2,15571,15,279,特異点
48,48,112.1,15927,19,284,
49,49,104.3,16343,17,303,特異点
50,50,96.5,16791,9,292,
51,51,89.6,17215,10,293,特異点
52,52,83.3,17633,7,263,特異点
53,53,77.6,18039,5,356,特異点
54,54,72.8,18406,5,165,
55,55,68.7,18742,3,305,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1014.6,8,6.0,60,特異点
2,2,980.0,310,7,29,特異点
3,3,946.4,611,6,50,
4,4,913.0,917,3,88,
5,5,877.9,1250,1,117,特異点
6,6,843.3,1587,6,161,特異点
7,7,811.3,1909,7,176,
8,8,781.9,2216,3,185,特異点
9,9,752.0,2541,2,230,特異点
10,10,723.2,2868,2,318,特異点
11,11,695.1,3196,4,234,特異点
12,12,666.7,3540,7,226,
13,13,638.4,3895,6,238,特異点
14,14,612.5,4230,12,222,
15,15,586.1,4585,15,214,特異点
16,16,561.1,4935,8,218,特異点
17,17,538.1,5268,6,244,特異点
18,18,515.3,5611,7,206,特異点
19,19,494.0,5943,6,204,特異点
20,20,472.6,6289,5,269,特異点
21,21,451.6,6641,6,231,
22,22,431.2,6996,6,206,特異点
23,23,412.4,7337,8,214,
24,24,396.1,7642,9,223,
25,25,378.1,7990,11,228,
26,26,361.3,8326,10,237,特異点
27,27,344.3,8679,13,262,特異点
28,28,328.1,9027,14,261,
29,29,313.0,9366,12,273,
30,30,298.0,9714,18,271,
31,31,283.4,10065,20,278,
32,32,270.9,10378,20,283,特異点
33,33,256.5,10754,19,275,
34,34,244.4,11082,18,264,
35,35,232.1,11428,15,261,
36,36,218.6,11825,17,255,
37,37,206.8,12188,16,259,特異点
38,38,196.6,12515,22,253,
39,39,186.8,12844,25,253,特異点
40,40,178.7,13126,25,262,特異点
41,41,170.9,13407,25,261,特異点
42,42,163.7,13676,23,260,
43,43,156.4,13957,23,261,
44,44,148.7,14266,23,270,特異点
45,45,140.6,14607,22,259,
46,46,133.1,14936,22,254,特異点
47,47,126.4,15242,21,263,
48,48,119.8,15557,21,271,
49,49,113.7,15861,20,271,
50,50,108.0,16157,13,274,特異点
51,51,102.6,16452,11,246,特異点
52,52,97.2,16761,14,242,特異点
53,53,91.8,17085,12,260,特異点
54,54,86.6,17415,10,238,特異点
55,55,81.7,17746,7,252,特異点
56,56,76.9,18093,5,338,特異点
57,57,72.6,18429,5,146,特異点
58,58,68.6,18760,4,222,特異点
59,59,64.9,19088,2,35,特異点
60,60,61.4,19420,4,109,特異点
61,61,58.0,19762,6,109,
62,62,54.9,20096,2,99,特異点
63,63,51.9,20439,10,164,特異点
64,64,49.2,20768,2,155,特異点
65,65,46.6,21104,7,65,特異点
66,66,44.0,21459,9,112,特異点
67,67,41.6,21806,6,94,
68,68,39.3,22160,9,82,特異点
69,69,37.1,22520,5,90,特異点
70,70,35.1,22867,7,73,特異点
71,71,33.2,23218,10,87,特異点
72,72,31.4,23573,11,80,
73,73,29.6,23950,14,78,
74,74,28.0,24306,14,87,特異点
75,75,26.4,24685,12,101,
76,76,24.9,25065,12,106,
77,77,23.5,25444,14,119,
78,78,22.1,25849,10,117,特異点
79,79,20.9,26219,7,109,
80,80,19.8,26577,9,100,
81,81,18.6,26990,6,79,特異点
82,82,17.5,27392,10,97,
83,83,16.5,27780,10,101,
84,84,15.6,28149,9,114,
85,85,14.6,28589,11,129,特異点
86,86,13.8,28967,5,102,特異点
87,87,12.9,29421,9,105,特異点
88,88,12.2,29798,9,82,特異点
89,89,11.4,30257,9,97,
90,90,10.8,30623,5,121,特異点
91,91,10.2,31011,7,95,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1013.2,8,2.7,90,特異点
2,2,974.3,349,2,98,特異点
3,3,938.2,673,3,76,
4,4,904.2,988,4,52,
5,5,871.9,1296,4,28,
6,6,840.0,1609,5,360,
7,7,809.5,1918,5,345,特異点
8,8,778.7,2240,8,340,特異点
9,9,749.0,2560,9,314,
10,10,722.5,2856,11,302,
11,11,696.1,3163,12,281,
12,12,670.7,3468,11,262,特異点
13,13,644.6,3793,12,267,
14,14,618.3,4131,13,274,
15,15,594.1,4451,9,265,特異点
16,16,569.5,4789,9,241,特異点
17,17,545.8,5125,10,258,特異点
18,18,524.3,5441,14,249,
19,19,504.0,5749,17,238,特異点
20,20,483.2,6075,19,243,
21,21,461.7,6425,19,252,
22,22,442.0,6757,18,255,特異点
23,23,422.5,7098,23,247,
24,24,404.8,7421,29,249,
25,25,387.6,7746,29,245,特異点
26,26,369.4,8104,28,250,
27,27,352.0,8458,30,254,
28,28,335.0,8819,30,253,
29,29,319.5,9159,30,252,
30,30,304.8,9493,32,260,
31,31,291.7,9802,35,259,
32,32,277.8,10144,36,258,特異点
33,33,264.6,10483,42,261,
34,34,252.9,10794,44,262,
35,35,240.4,11140,46,259,極大風速面
36,36,226.6,11539,46,259,特異点
37,37,215.3,11880,46,258,特異点
38,38,206.0,12171,44,261,
39,39,196.6,12476,43,262,
40,40,187.7,12776,41,265,
41,41,178.6,13095,36,260,特異点
42,42,168.6,13460,34,249,
43,43,159.2,13819,35,247,
44,44,150.2,14178,36,246,
45,45,141.9,14523,36,246,
46,46,134.9,14825,37,251,特異点
47,47,128.3,15123,31,258,
48,48,121.7,15437,26,250,
49,49,115.1,15765,26,244,特異点
50,50,109.1,16077,28,253,
51,51,103.4,16387,25,274,特異点
52,52,97.6,16720,19,271,
53,53,92.4,17035,17,267,特異点
54,54,86.2,17433,10,279,特異点
55,55,79.8,17875,12,243,特異点
56,56,75.3,18213,9,275,特異点
57,57,71.7,18501,6,251,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1013.5,8,5.0,360,特異点
2,2,981.3,288,7,9,
3,3,940.4,654,9,14,
4,4,903.9,991,8,33,特異点
5,5,868.2,1331,5,29,
6,6,838.7,1620,5,36,
7,7,813.6,1872,3,38,特異点
8,8,786.2,2156,1,15,
9,9,759.1,2447,3,337,特異点
10,10,730.0,2769,7,320,
11,11,703.0,3076,10,319,特異点
12,12,676.6,3390,10,331,特異点
13,13,649.6,3723,10,318,
14,14,622.2,4074,9,318,
15,15,595.9,4425,14,315,
16,16,570.6,4774,13,311,
17,17,546.2,5123,12,307,
18,18,523.4,5459,14,312,特異点
19,19,501.1,5801,15,294,
20,20,479.4,6146,17,286,
21,21,458.2,6494,19,287,特異点
22,22,438.2,6835,21,291,
23,23,419.0,7173,23,286,
24,24,399.8,7524,28,289,
25,25,380.9,7882,27,281,
26,26,362.5,8246,26,275,特異点
27,27,344.6,8613,27,275,
28,28,327.4,8980,29,277,
29,29,310.5,9355,30,286,
30,30,294.8,9720,33,291,
31,31,279.9,10080,32,296,
32,32,264.2,10476,35,295,特異点
33,33,249.2,10872,37,287,
34,34,236.2,11230,40,289,
35,35,223.9,11583,40,284,
36,36,211.6,11952,41,272,
37,37,201.0,12285,45,267,
38,38,191.4,12600,46,267,
39,39,181.2,12949,46,264,
40,40,171.2,13307,47,264,極大風速面
41,41,161.5,13669,47,265,特異点
42,42,153.3,13989,45,269,
43,43,145.4,14310,42,275,
44,44,138.2,14617,37,274,
45,45,131.3,14924,35,273,
46,46,124.6,15236,33,270,特異点
47,47,117.7,15573,32,260,
48,48,111.5,15889,35,261,
49,49,105.8,16193,32,268,特異点
50,50,100.0,16520,27,266,
51,51,94.8,16830,24,277,特異点
52,52,89.8,17148,21,298,
53,53,85.0,17469,20,314,特異点
54,54,79.6,17859,4,253,特異点
55,55,74.9,18218,5,225,特異点
56,56,70.9,18541,5,280,特異点
57,57,67.2,18861,4,276,特異点
58,58,63.5,19199,4,340,特異点
59,59,59.9,19552,3,82,特異点
60,60,56.6,19897,7,73,特異点
61,61,53.6,20227,6,97,特異点
62,62,50.8,20553,4,98,特異点
63,63,48.1,20889,5,73,特異点
64,64,45.5,21235,4,70,特異点
65,65,43.0,21588,5,38,特異点
66,66,40.6,21949,5,49,
67,67,38.4,22299,9,65,特異点
68,68,36.3,22653,6,35,特異点
69,69,34.2,23031,13,57,
70,70,32.3,23394,13,80,
71,71,30.5,23760,12,95,特異点
72,72,28.9,24107,12,107,
73,73,27.3,24476,10,121,特異点
74,74,25.8,24843,9,114,
75,75,24.4,25206,9,102,特異点
76,76,23.0,25591,12,109,
77,77,21.7,25971,15,119,
78,78,20.5,26344,14,118,特異点
79,79,19.2,26778,10,120,
80,80,18.1,27172,10,124,特異点
81,81,17.1,27552,6,112,特異点
82,82,16.1,27956,5,73,特異点
83,83,15.2,28344,7,82,
84,84,14.3,28760,3,85,特異点
85,85,13.4,29201,7,50,特異点
86,86,12.6,29620,9,63,
87,87,11.9,30007,13,59,特異点
88,88,11.1,30482,13,58,特異点
89,89,10.5,30863,7,87,特異点
90,90,9.9,31268,7,35,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1013.6,8,3.2,30,特異点
2,2,977.6,321,4,42,
3,3,942.6,633,5,63,
4,4,910.0,931,5,75,
5,5,877.0,1241,7,84,特異点
6,6,844.0,1562,7,70,特異点
7,7,813.2,1871,7,32,
8,8,782.1,2195,5,10,特異点
9,9,751.9,2521,5,24,特異点
10,10,723.2,2841,7,4,
11,11,695.3,3164,8,357,特異点
12,12,667.8,3494,12,360,
13,13,639.7,3843,12,2,特異点
14,14,614.0,4173,8,347,特異点
15,15,589.0,4505,7,271,特異点
16,16,565.9,4823,9,260,特異点
17,17,542.4,5157,12,281,
18,18,518.3,5513,17,294,特異点
19,19,496.9,5842,24,272,特異点
20,20,475.8,6178,23,271,
21,21,454.9,6523,24,273,
22,22,432.9,6898,26,267,
23,23,413.0,7253,27,267,
24,24,393.6,7613,29,271,
25,25,375.2,7968,28,277,
26,26,357.4,8324,27,274,
27,27,341.0,8667,28,267,特異点
28,28,324.2,9031,29,261,
29,29,308.4,9387,32,263,
30,30,293.3,9741,33,264,
31,31,278.1,10110,33,264,
32,32,263.6,10477,35,264,
33,33,249.6,10846,37,263,
34,34,236.1,11218,37,263,
35,35,223.4,11582,38,265,
36,36,211.2,11948,36,268,
37,37,200.1,12297,36,268,
38,38,188.9,12666,37,269,
39,39,178.1,13039,37,267,
40,40,168.1,13400,38,264,
41,41,159.0,13744,39,269,極大風速面
42,42,150.7,14074,39,272,特異点
43,43,142.8,14400,36,275,
44,44,135.4,14722,34,277,
45,45,128.4,15044,33,284,
46,46,122.0,15350,30,282,
47,47,115.9,15656,27,288,
48,48,110.0,15967,25,294,
49,49,104.2,16288,28,301,特異点
50,50,98.4,16627,25,319,
51,51,93.1,16956,17,319,
52,52,88.2,17274,16,334,特異点
53,53,83.5,17595,11,327,
54,54,79.1,17911,13,333,特異点
55,55,74.7,18247,6,355,
56,56,70.7,18570,9,358,特異点
57,57,66.8,18902,10,355,
58,58,63.1,19238,4,2,
59,59,59.6,19577,4,19,特異点
60,60,56.4,19910,6,27,
61,61,53.2,20264,5,33,
62,62,50.2,20617,6,48,特異点
63,63,47.5,20956,10,78,
64,64,44.8,21316,9,112,特異点
65,65,42.3,21673,9,121,特異点
66,66,39.8,22054,4,95,特異点
67,67,37.5,22429,4,93,特異点
68,68,35.5,22775,7,59,特異点
69,69,33.4,23161,9,71,
70,70,31.4,23554,10,74,
71,71,29.7,23908,10,78,特異点
72,72,27.9,24310,13,106,
73,73,26.3,24691,13,125,特異点
74,74,24.8,25071,10,123,
75,75,23.4,25450,8,105,
76,76,22.1,25823,8,101,
77,77,20.8,26221,7,92,特異点
78,78,19.5,26646,8,107,
79,79,18.4,27029,8,129,
80,80,17.3,27433,9,138,特異点
81,81,16.4,27785,6,138,
82,82,15.4,28201,3,150,特異点
83,83,14.6,28555,5,51,特異点
84,84,13.6,29026,6,79,
85,85,12.8,29427,8,106,特異点
86,86,12.0,29855,7,107,
87,87,11.3,30257,4,91,特異点
88,88,10.6,30688,10,13,特異点
89,89,9.9,31152,6,37,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1017.2,8,4.8,110,特異点
2,2,978.0,351,6,114,
3,3,940.3,689,8,113,
4,4,904.4,1021,7,103,
5,5,869.1,1357,8,97,
6,6,836.1,1682,9,101,
7,7,801.9,2033,9,103,特異点
8,8,767.4,2399,7,85,特異点
9,9,736.1,2743,6,92,
10,10,705.3,3094,4,84,特異点
11,11,674.3,3461,3,313,特異点
12,12,645.5,3815,2,325,特異点
13,13,617.2,4176,3,256,特異点
14,14,589.7,4540,7,247,
15,15,564.3,4889,7,255,
16,16,540.7,5226,10,254,特異点
17,17,515.8,5596,12,262,
18,18,491.8,5967,17,255,
19,19,468.7,6337,19,249,特異点
20,20,447.6,6687,19,263,
21,21,426.4,7055,21,264,特異点
22,22,406.8,7408,20,260,
23,23,389.1,7738,21,262,
24,24,370.7,8094,24,269,
25,25,352.9,8451,25,258,特異点
26,26,336.2,8800,27,249,
27,27,319.5,9162,32,257,
28,28,303.2,9530,33,260,
29,29,287.3,9905,35,252,特異点
30,30,272.1,10277,40,244,
31,31,257.7,10646,41,233,特異点
32,32,242.7,11050,45,240,
33,33,228.7,11445,43,248,
34,34,216.4,11809,43,252,
35,35,204.8,12167,47,250,特異点
36,36,193.3,12538,50,247,
37,37,181.8,12926,50,242,
38,38,171.9,13275,52,241,
39,39,161.6,13655,55,242,極大風速面
40,40,152.8,13996,52,244,
41,41,144.0,14352,50,243,
42,42,135.5,14713,49,246,
43,43,127.3,15080,47,251,
44,44,119.5,15452,43,262,
45,45,112.8,15793,39,257,
46,46,106.2,16148,39,263,
47,47,100.0,16501,38,265,特異点
48,48,93.7,16883,33,272,特異点
49,49,87.8,17268,25,280,特異点
50,50,82.5,17635,19,262,特異点
51,51,77.5,18003,15,265,
52,52,73.1,18349,12,268,特異点
53,53,68.8,18706,14,250,特異点
54,54,64.8,19060,19,278,特異点
55,55,61.0,19421,13,284,
56,56,57.4,19791,11,294,
57,57,54.2,20143,10,292,特異点
58,58,51.3,20483,6,283,特異点
59,59,48.4,20847,7,227,特異点
60,60,45.5,21232,7,268,特異点
61,61,42.7,21630,3,184,
62,62,40.3,21996,5,108,特異点
63,63,38.0,22370,8,85,特異点
64,64,35.7,22769,10,106,特異点
65,65,33.6,23156,15,101,
66,66,31.6,23549,16,111,
67,67,29.7,23947,14,109,
68,68,28.0,24328,14,97,特異点
69,69,26.3,24735,14,92,特異点
70,70,24.6,25170,16,119,
71,71,23.1,25580,15,143,特異点
72,72,21.6,26019,10,140,
73,73,20.3,26425,10,145,特異点
74,74,19.0,26860,9,124,
75,75,17.9,27255,7,122,特異点
76,76,16.8,27677,8,136,特異点
77,77,15.8,28089,5,123,
78,78,14.8,28531,9,108,
79,79,13.9,28955,10,80,
80,80,13.0,29409,10,73,特異点
81,81,12.2,29840,10,42,特異点
82,82,11.4,30302,8,77,特異点
83,83,10.7,30734,9,90,特異点
84,84,9.9,31267,20,82,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1014.4,8,7.5,100,特異点
2,2,979.1,316,12,113,
3,3,946.7,606,13,106,特異点
4,4,916.3,887,12,93,
5,5,887.3,1161,12,96,
6,6,863.3,1393,9,92,
7,7,839.5,1629,6,82,特異点
8,8,815.6,1872,5,56,特異点
9,9,791.8,2120,5,136,特異点
10,10,762.5,2434,2,135,特異点
11,11,731.4,2778,1,23,特異点
12,12,701.6,3119,5,303,特異点
13,13,673.0,3457,4,330,特異点
14,14,648.0,3762,10,314,
15,15,629.5,3993,10,315,
16,16,612.4,4212,13,304,特異点
17,17,598.9,4390,14,284,
18,18,583.3,4599,9,271,
19,19,566.8,4826,8,249,
20,20,550.0,5063,8,233,特異点
21,21,529.9,5353,8,222,
22,22,511.2,5633,10,194,特異点
23,23,491.7,5933,12,193,
24,24,475.8,6186,10,199,
25,25,460.5,6436,14,207,
26,26,444.7,6701,17,216,
27,27,427.4,7001,21,215,
28,28,407.6,7357,19,220,特異点
29,29,388.7,7710,27,226,
30,30,370.5,8062,28,231,
31,31,352.8,8419,32,230,
32,32,337.0,8747,35,227,
33,33,324.4,9019,35,225,特異点
34,34,313.1,9270,33,227,
35,35,300.1,9567,33,232,
36,36,286.7,9883,37,229,
37,37,273.1,10217,40,225,
38,38,259.7,10558,42,222,
39,39,247.0,10893,41,223,
40,40,234.9,11226,41,225,
41,41,222.1,11592,44,221,
42,42,210.0,11953,46,219,
43,43,199.3,12285,48,219,特異点
44,44,188.4,12641,48,230,
45,45,177.5,13016,47,238,
46,46,167.5,13377,50,240,極大風速面
47,47,158.2,13731,49,240,
48,48,149.2,14091,48,236,
49,49,141.1,14433,46,241,
50,50,133.2,14784,45,247,特異点
51,51,126.3,15106,44,255,
52,52,119.5,15439,38,257,
53,53,112.5,15799,34,253,
54,54,105.8,16163,29,255,特異点
55,55,99.5,16527,26,251,特異点
56,56,93.9,16870,26,244,
57,57,88.8,17197,28,252,特異点
58,58,83.6,17549,24,267,
59,59,79.1,17872,22,268,
60,60,75.0,18186,18,273,特異点
61,61,71.2,18497,15,264,
62,62,66.8,18881,9,232,
63,63,63.1,19224,11,213,特異点
64,64,59.7,19556,13,260,特異点
65,65,56.9,19845,13,279,
66,66,54.5,20111,11,280,特異点
67,67,52.0,20403,14,270,特異点
68,68,49.7,20686,9,299,特異点
69,69,47.4,20984,3,88,特異点
70,70,45.3,21268,8,147,特異点
71,71,43.3,21550,3,117,
72,72,41.3,21846,7,78,特異点
73,73,39.5,22126,8,117,特異点
74,74,37.7,22418,6,99,
75,75,35.9,22726,11,87,
76,76,34.1,23051,12,80,
77,77,32.6,23335,13,74,特異点
78,78,30.9,23675,16,88,特異点
79,79,29.4,23993,14,79,
80,80,28.0,24307,17,90,特異点
81,81,26.7,24614,15,113,
82,82,25.3,24963,14,127,
83,83,24.0,25307,15,139,特異点
84,84,22.8,25644,10,133,
85,85,21.7,25968,8,117,特異点
86,86,20.7,26279,9,77,特異点
87,87,19.7,26605,10,78,
88,88,18.7,26947,10,77,特異点
89,89,17.7,27309,10,93,
90,90,16.8,27651,12,111,
91,91,16.1,27933,11,115,特異点
92,92,15.3,28271,10,99,
93,93,14.5,28631,11,102,
94,94,13.8,28963,13,88,特異点
95,95,13.2,29262,14,98,
96,96,12.6,29576,11,110,特異点
97,97,12.0,29907,13,94,
98,98,11.4,30257,11,88,
99,99,10.8,30628,12,76,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1013.1,8,4.5,110,特異点
2,2,977.0,325,7,106,
3,3,937.9,677,7,106,
4,4,901.0,1021,5,96,特異点
5,5,865.2,1367,3,132,特異点
6,6,830.0,1718,3,144,特異点
7,7,795.2,2077,1,118,特異点
8,8,761.0,2443,5,257,特異点
9,9,729.8,2791,4,242,
10,10,697.9,3160,3,232,特異点
11,11,668.6,3512,4,248,
12,12,640.8,3857,4,268,
13,13,614.9,4189,2,283,
14,14,588.5,4540,5,295,特異点
15,15,562.4,4899,8,287,
16,16,537.0,5261,11,280,特異点
17,17,512.1,5629,9,288,特異点
18,18,488.0,5999,11,270,
19,19,464.1,6382,14,267,特異点
20,20,442.4,6743,15,269,
21,21,421.9,7097,18,259,
22,22,400.4,7484,18,255,
23,23,380.8,7849,20,250,
24,24,362.0,8214,25,243,
25,25,343.8,8582,27,238,
26,26,326.2,8954,33,230,
27,27,309.6,9320,34,227,
28,28,293.7,9685,34,223,
29,29,277.7,10068,36,227,
30,30,262.8,10441,37,223,特異点
31,31,249.0,10801,36,222,
32,32,235.2,11176,35,214,
33,33,221.6,11562,39,205,
34,34,209.0,11938,43,208,極大風速面
35,35,198.2,12277,43,216,特異点
36,36,187.5,12631,41,224,
37,37,176.8,13003,38,226,
38,38,168.0,13325,37,222,
39,39,159.3,13657,38,219,
40,40,151.0,13990,37,225,
41,41,142.8,14336,37,227,
42,42,134.7,14695,36,236,
43,43,127.5,15032,31,238,
44,44,121.1,15347,31,233,
45,45,115.1,15657,32,235,
46,46,109.2,15976,32,241,特異点
47,47,103.4,16305,30,251,
48,48,97.8,16638,26,254,
49,49,92.4,16978,29,258,
50,50,87.5,17304,22,275,特異点
51,51,82.6,17650,13,273,
52,52,77.9,18002,9,272,特異点
53,53,73.4,18356,6,252,
54,54,69.0,18724,11,219,特異点
55,55,64.9,19087,11,263,特異点
56,56,61.2,19440,12,251,
57,57,57.9,19780,10,231,特異点
58,58,54.6,20147,5,281,特異点
59,59,51.4,20526,6,220,特異点
60,60,48.4,20903,5,256,特異点
61,61,45.4,21302,4,63,特異点
62,62,42.7,21684,7,90,
63,63,40.1,22076,12,115,特異点
64,64,37.8,22449,9,72,特異点
65,65,35.5,22845,13,72,
66,66,33.5,23213,14,79,
67,67,31.5,23604,14,97,特異点
68,68,29.7,23980,16,91,
69,69,27.9,24383,20,101,特異点
70,70,26.2,24791,16,113,
71,71,24.6,25203,17,131,特異点
72,72,23.2,25588,15,117,特異点
73,73,21.8,25998,12,126,
74,74,20.4,26437,13,119,
75,75,19.0,26908,12,117,
76,76,17.8,27342,9,119,特異点
77,77,16.8,27727,4,144,特異点
78,78,15.8,28138,8,56,特異点
79,79,14.7,28622,11,80,
80,80,13.7,29095,10,112,特異点
81,81,12.8,29553,11,97,特異点
82,82,11.9,30043,9,121,特異点
83,83,11.2,30456,7,99,特異点
84,84,10.4,30961,5,140,特異点
85,85,9.7,31438,3,122,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1011.9,8,2.7,80,特異点
2,2,970.7,370,4,81,
3,3,928.6,752,5,84,
4,4,892.6,1089,5,77,特異点
5,5,856.0,1444,6,60,特異点
6,6,818.1,1825,3,20,
7,7,782.5,2200,4,358,特異点
8,8,751.9,2532,2,10,特異点
9,9,720.9,2879,4,309,特異点
10,10,694.2,3190,6,301,特異点
11,11,668.3,3504,5,315,
12,12,644.1,3808,5,311,特異点
13,13,619.1,4130,5,290,特異点
14,14,594.7,4456,5,305,特異点
15,15,570.8,4784,6,298,
16,16,548.5,5101,8,308,特異点
17,17,524.4,5454,8,347,特異点
18,18,500.6,5816,8,359,
19,19,478.7,6162,10,354,特異点
20,20,458.3,6497,13,342,
21,21,439.7,6813,16,322,
22,22,422.4,7119,19,310,
23,23,404.5,7445,22,297,特異点
24,24,385.4,7807,21,294,
25,25,366.9,8169,17,299,
26,26,348.8,8537,18,314,特異点
27,27,331.3,8908,23,321,
28,28,314.2,9285,26,317,
29,29,298.0,9658,25,317,
30,30,283.2,10011,26,324,
31,31,269.0,10364,26,320,特異点
32,32,254.3,10743,26,319,
33,33,239.3,11148,32,332,
34,34,226.2,11518,34,337,
35,35,213.8,11883,35,333,極大風速面
36,36,202.4,12231,34,331,
37,37,192.0,12563,35,327,特異点
38,38,181.5,12913,35,328,特異点
39,39,170.9,13281,34,334,
40,40,161.4,13626,25,331,特異点
41,41,151.9,13991,23,302,特異点
42,42,143.1,14351,25,294,
43,43,135.5,14681,27,301,
44,44,128.1,15020,22,302,特異点
45,45,121.2,15354,18,297,
46,46,114.7,15687,15,289,
47,47,108.1,16043,14,283,特異点
48,48,101.9,16396,19,278,
49,49,96.3,16732,20,292,
50,50,91.0,17067,20,292,
51,51,85.8,17416,16,301,特異点
52,52,80.8,17775,9,282,
53,53,76.2,18124,12,282,特異点
54,54,71.6,18493,7,275,
55,55,67.5,18841,7,280,
56,56,63.6,19193,8,285,特異点
57,57,59.9,19555,8,269,特異点
58,58,56.5,19916,2,326,特異点
59,59,53.0,20316,4,124,特異点
60,60,49.8,20702,7,90,特異点
61,61,46.8,21084,7,92,特異点
62,62,44.0,21465,9,56,特異点
63,63,41.4,21845,12,90,特異点
64,64,39.1,22205,10,82,
65,65,36.7,22606,13,72,特異点
66,66,34.5,22996,13,84,
67,67,32.5,23373,11,83,特異点
68,68,30.5,23774,11,59,特異点
69,69,28.7,24163,13,86,
70,70,27.0,24553,12,93,特異点
71,71,25.3,24971,13,86,
72,72,23.7,25392,12,99,特異点
73,73,22.3,25786,15,85,特異点
74,74,20.9,26209,13,102,特異点
75,75,19.6,26631,15,89,
76,76,18.4,27050,15,91,特異点
77,77,17.3,27457,12,100,
78,78,16.2,27893,13,101,特異点
79,79,15.2,28318,11,88,
80,80,14.2,28772,17,66,特異点
81,81,13.3,29210,10,68,特異点
82,82,12.4,29679,13,48,特異点
83,83,11.6,30126,17,77,特異点
84,84,10.8,30605,16,77,
85,85,10.0,31121,15,67,特異点
86,86,9.4,31538,18,82,特異点
87,87,8.7,32062,17,73,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1009.9,8,3.9,160,特異点
2,2,974.8,318,6,176,
3,3,939.2,640,6,180,
4,4,901.4,994,9,198,
5,5,865.5,1343,10,205,
6,6,832.9,1670,10,215,
7,7,801.9,1992,9,222,
8,8,771.8,2315,9,229,特異点
9,9,742.1,2643,11,225,特異点
10,10,715.0,2951,14,241,
11,11,687.9,3271,14,247,
12,12,658.4,3632,11,247,特異点
13,13,631.3,3977,10,269,
14,14,605.7,4314,10,271,特異点
15,15,580.1,4662,11,253,
16,16,555.2,5013,12,252,特異点
17,17,533.2,5334,13,255,
18,18,510.8,5672,15,242,
19,19,490.8,5985,14,250,特異点
20,20,470.5,6316,14,254,
21,21,451.2,6642,13,269,
22,22,432.1,6976,14,269,
23,23,413.3,7315,16,278,特異点
24,24,394.8,7662,19,270,
25,25,376.1,8024,19,270,
26,26,357.9,8391,20,261,
27,27,340.0,8765,23,264,特異点
28,28,322.5,9144,21,271,
29,29,305.8,9524,17,272,
30,30,289.7,9904,17,274,
31,31,273.9,10292,17,269,特異点
32,32,259.5,10661,14,258,
33,33,245.5,11035,16,246,
34,34,232.8,11390,18,241,
35,35,219.6,11775,19,236,
36,36,207.4,12148,18,235,特異点
37,37,195.7,12522,17,249,
38,38,184.3,12902,15,251,
39,39,173.2,13290,11,271,特異点
40,40,163.4,13650,19,289,
41,41,154.4,13998,19,300,特異点
42,42,146.4,14321,17,310,
43,43,138.8,14645,18,311,
44,44,131.6,14966,18,310,
45,45,124.7,15289,17,315,
46,46,118.0,15618,14,307,特異点
47,47,111.7,15941,17,298,
48,48,105.6,16271,20,308,特異点
49,49,99.5,16618,15,329,
50,50,93.4,16984,7,338,特異点
51,51,87.9,17339,5,306,特異点
52,52,83.1,17665,9,311,
53,53,78.7,17983,10,329,
54,54,74.2,18328,6,348,特異点
55,55,69.9,18679,3,344,特異点
56,56,65.8,19035,3,310,特異点
57,57,62.1,19377,6,328,特異点
